Company,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,ticker
Google,10/18/21,2824.27002,2859.975098,2824.27002,2859.209961,828200,0,0,GOOG
Google,10/19/21,2865.830078,2882.139893,2861.919922,2876.439941,765800,0,0,GOOG
Google,10/20/21,2884.449951,2884.955078,2838.23999,2848.300049,897000,0,0,GOOG
Google,10/21/21,2843.840088,2856.98999,2832.73999,2855.610107,742500,0,0,GOOG
Google,10/22/21,2807.02002,2831.169922,2743.409912,2772.5,1509100,0,0,GOOG
Google,10/23/21,2807.02002,2831.169922,2743.409912,2772.5,1509100,0,0,GOOG
Google,10/24/21,2807.02002,2831.169922,2743.409912,2772.5,1509100,0,0,GOOG
Google,10/25/21,2776.209961,2784.115967,2734.969971,2775.459961,1054100,0,0,GOOG
Google,10/26/21,2812.120117,2816.790039,2780.110107,2793.439941,1412900,0,0,GOOG
Google,10/27/21,2798.050049,2982.360107,2798.050049,2928.550049,2592500,0,0,GOOG
Google,10/28/21,2945.97998,2948.48999,2895.27002,2922.580078,1620900,0,0,GOOG
Google,10/29/21,2910.399902,2972.26001,2903.330078,2965.409912,1447700,0,0,GOOG
Google,10/30/21,2910.399902,2972.26001,2903.330078,2965.409912,1447700,0,0,GOOG
Google,10/31/21,2910.399902,2972.26001,2903.330078,2965.409912,1447700,0,0,GOOG
Google,11/1/21,2963.300049,2967.98999,2871.590088,2875.47998,1613600,0,0,GOOG
Google,11/2/21,2896.187988,2938.409912,2892.820068,2917.26001,1057500,0,0,GOOG
Google,11/3/21,2925.5,2938.209961,2901.070068,2935.800049,894300,0,0,GOOG
Google,11/4/21,2944,2999,2932.699951,2973.659912,1235000,0,0,GOOG
Google,11/5/21,2987.070068,3011.415039,2973.040039,2984.820068,1019700,0,0,GOOG
Google,11/6/21,2987.070068,3011.415039,2973.040039,2984.820068,1019700,0,0,GOOG
Google,11/7/21,2987.070068,3011.415039,2973.040039,2984.820068,1019700,0,0,GOOG
Google,11/8/21,3000,3020.689941,2982.399902,2987.030029,919400,0,0,GOOG
Google,11/9/21,2994.919922,3007.570068,2950.139893,2984.969971,843800,0,0,GOOG
Google,11/10/21,2960.195068,2974,2906.5,2932.52002,1135400,0,0,GOOG
Google,11/11/21,2942.139893,2970.044922,2933.889893,2934.959961,623200,0,0,GOOG
Google,11/12/21,2956.629883,2997.189941,2929.080078,2992.909912,852000,0,0,GOOG
Apple,10/18/21,143.2409375,146.6259964,142.9513669,146.3364258,85589200,0,0,AAPL
Apple,10/19/21,146.795748,148.9526038,146.3364269,148.5431976,76378900,0,0,AAPL
Apple,10/20/21,148.483299,149.5317719,147.9041424,149.0424805,58418800,0,0,AAPL
Apple,10/21/21,148.5931243,149.4219165,147.6544918,149.262146,61421000,0,0,AAPL
Apple,10/22/21,149.4718551,149.9611312,148.4233822,148.4733124,58883400,0,0,AAPL
Apple,10/23/21,149.4718551,149.9611312,148.4233822,148.4733124,58883400,0,0,AAPL
Apple,10/24/21,149.4718551,149.9611312,148.4233822,148.4733124,58883400,0,0,AAPL
Apple,10/25/21,148.4633206,149.1523175,147.4048678,148.4233856,50720600,0,0,AAPL
Apple,10/26/21,149.1123817,150.6201757,148.7928407,149.1024017,60893400,0,0,AAPL
Apple,10/27/21,149.1423385,149.5117944,148.2736112,148.6330872,56094900,0,0,AAPL
Apple,10/28/21,149.601664,152.9467727,149.5018037,152.3476563,100077900,0,0,AAPL
Apple,10/29/21,147.0054536,149.7214909,146.1966365,149.5816956,124850400,0,0,AAPL
Apple,10/30/21,147.0054536,149.7214909,146.1966365,149.5816956,124850400,0,0,AAPL
Apple,10/31/21,147.0054536,149.7214909,146.1966365,149.5816956,124850400,0,0,AAPL
Apple,11/1/21,148.772875,149.4818317,147.5846068,148.7429199,74588300,0,0,AAPL
Apple,11/2/21,148.4433577,151.3491205,148.4333625,149.8013763,69122000,0,0,AAPL
Apple,11/3/21,150.1708383,151.7485376,149.6016768,151.2692413,54511500,0,0,AAPL
Apple,11/4/21,151.3590971,152.2078492,150.4204645,150.7400055,60394600,0,0,AAPL
Apple,11/5/21,151.8899994,152.1999969,150.0599976,151.2799988,65414600,0.22,0,AAPL
Apple,11/6/21,151.8899994,152.1999969,150.0599976,151.2799988,65414600,0.22,0,AAPL
Apple,11/7/21,151.8899994,152.1999969,150.0599976,151.2799988,65414600,0.22,0,AAPL
Apple,11/8/21,151.4100037,151.5700073,150.1600037,150.4400024,55020900,0,0,AAPL
Apple,11/9/21,150.1999969,151.4299927,150.0599976,150.8099976,56787900,0,0,AAPL
Apple,11/10/21,150.0200043,150.1300049,147.8500061,147.9199982,65187100,0,0,AAPL
