Company,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,ticker
Apple,11/11/21,148.9600067,149.4299927,147.6799927,147.8699951,41000000,0,0,AAPL
Apple,11/12/21,148.4299927,150.3999939,147.4799957,149.9900055,63632600,0,0,AAPL
Virgin Galactic Holdings,10/18/21,19.04000092,19.92000008,19,19.71999931,25100300,0,0,SPCE
Virgin Galactic Holdings,10/19/21,19.5,20.07999992,19.20499992,19.84000015,15227800,0,0,SPCE
Virgin Galactic Holdings,10/20/21,19.76000023,20.54000092,19.65999985,20.14999962,11115100,0,0,SPCE
Virgin Galactic Holdings,10/21/21,20.20999908,20.76000023,19.86000061,20.14999962,9978400,0,0,SPCE
Virgin Galactic Holdings,10/22/21,20,20.01000023,19.22999954,19.65999985,8635500,0,0,SPCE
Virgin Galactic Holdings,10/23/21,20,20.01000023,19.22999954,19.65999985,8635500,0,0,SPCE
Virgin Galactic Holdings,10/24/21,20,20.01000023,19.22999954,19.65999985,8635500,0,0,SPCE
Virgin Galactic Holdings,10/25/21,19.73999977,20.53000069,19.62999916,20.04000092,11296100,0,0,SPCE
Virgin Galactic Holdings,10/26/21,20.04000092,20.26000023,19.48999977,19.61000061,10847000,0,0,SPCE
Virgin Galactic Holdings,10/27/21,18.79999924,18.90999985,17.97999954,18.23999977,21577500,0,0,SPCE
Virgin Galactic Holdings,10/28/21,18.36000061,18.72500038,18.29500008,18.55999947,10401300,0,0,SPCE
Virgin Galactic Holdings,10/29/21,18.64999962,19.07999992,18.58499908,18.75,8307900,0,0,SPCE
Virgin Galactic Holdings,10/30/21,18.64999962,19.07999992,18.58499908,18.75,8307900,0,0,SPCE
Virgin Galactic Holdings,10/31/21,18.64999962,19.07999992,18.58499908,18.75,8307900,0,0,SPCE
Virgin Galactic Holdings,11/1/21,18.86000061,19.68000031,18.69000053,19.54999924,9701900,0,0,SPCE
Virgin Galactic Holdings,11/2/21,19.39999962,19.60000038,18.94000053,19.60000038,7911700,0,0,SPCE
Virgin Galactic Holdings,11/3/21,19.51000023,20.04000092,19.45000076,19.94000053,9040100,0,0,SPCE
Virgin Galactic Holdings,11/4/21,20.03000069,20.20000076,19.45000076,19.62000084,8253000,0,0,SPCE
Virgin Galactic Holdings,11/5/21,19.65999985,19.90999985,19.10499954,19.53000069,7401000,0,0,SPCE
Virgin Galactic Holdings,11/6/21,19.65999985,19.90999985,19.10499954,19.53000069,7401000,0,0,SPCE
Virgin Galactic Holdings,11/7/21,19.65999985,19.90999985,19.10499954,19.53000069,7401000,0,0,SPCE
Virgin Galactic Holdings,11/8/21,19.31999969,20.02000046,19.29000092,19.88999939,11882600,0,0,SPCE
Virgin Galactic Holdings,11/9/21,19.88999939,21.68000031,19.32999992,20.89999962,26605300,0,0,SPCE
Virgin Galactic Holdings,11/10/21,20.56999969,21.48999977,19.95000076,20.26000023,12948700,0,0,SPCE
Virgin Galactic Holdings,11/11/21,19.30999947,19.54000092,19.07999992,19.27000046,15965700,0,0,SPCE
Virgin Galactic Holdings,11/12/21,19.29999924,19.53000069,19.14999962,19.21999931,6985700,0,0,SPCE
Netflix,10/18/21,632.0999756,638.4099731,620.5900269,637.9699707,4669100,0,0,NFLX
Netflix,10/19/21,636.9699707,641,632.2999878,639,7633100,0,0,NFLX
Netflix,10/20/21,625.5700073,637.4000244,617.1500244,625.1400146,10622000,0,0,NFLX
Netflix,10/21/21,628.8900146,654.0100098,628.6500244,653.1599731,8437100,0,0,NFLX
Netflix,10/22/21,651.8099976,665.460022,651.8099976,664.7800293,6186000,0,0,NFLX
Netflix,10/23/21,651.8099976,665.460022,651.8099976,664.7800293,6186000,0,0,NFLX
Netflix,10/24/21,651.8099976,665.460022,651.8099976,664.7800293,6186000,0,0,NFLX
Netflix,10/25/21,663.7399902,675.8800049,657.0700073,671.6599731,3833500,0,0,NFLX
Netflix,10/26/21,673.7600098,676.4899902,662.7700195,668.5200195,2904800,0,0,NFLX
Netflix,10/27/21,669,671.4099731,661.8499756,662.9199829,2276900,0,0,NFLX
Netflix,10/28/21,670.9500122,676.7999878,668.0300293,674.0499878,2859400,0,0,NFLX
Netflix,10/29/21,673.0599976,690.9699707,671.2399902,690.3099976,3817500,0,0,NFLX
Netflix,10/30/21,673.0599976,690.9699707,671.2399902,690.3099976,3817500,0,0,NFLX
Netflix,10/31/21,673.0599976,690.9699707,671.2399902,690.3099976,3817500,0,0,NFLX
Netflix,11/1/21,689.0599976,689.9699707,676.539978,681.1699829,3110900,0,0,NFLX
Netflix,11/2/21,683.1099854,687.6799927,673.8200073,677.7199707,3888600,0,0,NFLX
Netflix,11/3/21,677.2700195,689.3900146,677.2700195,688.289978,2334900,0,0,NFLX
Netflix,11/4/21,685.8900146,685.9400024,665.5,668.4000244,4865000,0,0,NFLX
Netflix,11/5/21,663.9699707,665.6400146,645.0100098,645.7199707,5277400,0,0,NFLX
Netflix,11/6/21,663.9699707,665.6400146,645.0100098,645.7199707,5277400,0,0,NFLX
Netflix,11/7/21,663.9699707,665.6400146,645.0100098,645.7199707,5277400,0,0,NFLX
Netflix,11/8/21,650.289978,656,643.789978,651.4500122,2887500,0,0,NFLX
Netflix,11/9/21,653.7000122,660.5,650.5200195,655.9899902,2415600,0,0,NFLX
Netflix,11/10/21,653.0100098,660.3300171,642.1099854,646.9099731,2405800,0,0,NFLX
Netflix,11/11/21,650.2399902,665.8200073,649.710022,657.5800171,2868300,0,0,NFLX
Netflix,11/12/21,660.0100098,683.3400269,653.8200073,682.6099854,4192700,0,0,NFLX
Tesla,10/18/21,851.789978,875.2600098,851.4699707,870.1099854,24207200,0,0,TSLA
Tesla,10/19/21,877.5300293,877.9500122,862.5100098,864.2700195,17381100,0,0,TSLA
Tesla,10/20/21,865.3499756,869.4899902,857.3800049,865.7999878,14032100,0,0,TSLA
Tesla,10/21/21,856,900,855.5,894,31481500,0,0,TSLA
Tesla,10/22/21,895.5,910,890.960022,909.6799927,22880800,0,0,TSLA
Tesla,10/23/21,895.5,910,890.960022,909.6799927,22880800,0,0,TSLA
Tesla,10/24/21,895.5,910,890.960022,909.6799927,22880800,0,0,TSLA
Tesla,10/25/21,950.5300293,1045.02002,944.2000122,1024.859985,62852100,0,0,TSLA
Tesla,10/26/21,1024.689941,1094.939941,1001.440002,1018.429993,62415000,0,0,TSLA
Tesla,10/27/21,1039.660034,1070.880005,1030.780029,1037.859985,38526500,0,0,TSLA
Tesla,10/28/21,1068.310059,1081,1054.199951,1077.040039,27213200,0,0,TSLA
Tesla,10/29/21,1081.859985,1115.209961,1073.209961,1114,29918400,0,0,TSLA
Tesla,10/30/21,1081.859985,1115.209961,1073.209961,1114,29918400,0,0,TSLA
Tesla,10/31/21,1081.859985,1115.209961,1073.209961,1114,29918400,0,0,TSLA
Tesla,11/1/21,1145,1209.75,1118.660034,1208.589966,56048700,0,0,TSLA
Tesla,11/2/21,1159.359985,1208.589966,1146,1172,42737800,0,0,TSLA
Tesla,11/3/21,1177.329956,1215.390015,1152.619995,1213.859985,34628500,0,0,TSLA
Tesla,11/4/21,1234.410034,1243.48999,1217,1229.910034,25397400,0,0,TSLA
Tesla,11/5/21,1228,1239.869995,1208,1222.089966,21579900,0,0,TSLA
Tesla,11/6/21,1228,1239.869995,1208,1222.089966,21579900,0,0,TSLA
Tesla,11/7/21,1228,1239.869995,1208,1222.089966,21579900,0,0,TSLA
Tesla,11/8/21,1149.790039,1197,1133,1162.939941,33445700,0,0,TSLA
Tesla,11/9/21,1173.599976,1174.5,1011.52002,1023.5,59105800,0,0,TSLA
Tesla,11/10/21,1010.409973,1078.099976,987.3099976,1067.949951,42802700,0,0,TSLA
Tesla,11/11/21,1102.77002,1104.969971,1054.680054,1063.51001,22396600,0,0,TSLA
Tesla,11/12/21,1047.5,1054.5,1019.200012,1033.420044,25182300,0,0,TSLA
Facebook,10/18/21,328.9500122,335.8900146,327.5,335.3399963,21585000,0,0,FB
Facebook,10/19/21,339.6499939,342.4599915,337.2799988,339.9899902,18786300,0,0,FB
Facebook,10/20/21,343.4500122,343.980011,339.4500122,340.7799988,13639500,0,0,FB
Facebook,10/21/21,340.2799988,342.3099976,337.7999878,341.8800049,16354400,0,0,FB
Facebook,10/22/21,326.3500061,329.6300049,321.1099854,324.6099854,35224500,0,0,FB
Facebook,10/23/21,326.3500061,329.6300049,321.1099854,324.6099854,35224500,0,0,FB
Facebook,10/24/21,326.3500061,329.6300049,321.1099854,324.6099854,35224500,0,0,FB
Facebook,10/25/21,320.2999878,329.5599976,319.7200012,328.6900024,38409000,0,0,FB
Facebook,10/26/21,328.2600098,330.2099915,309.6000061,315.8099976,65654000,0,0,FB
Facebook,10/27/21,314.1900024,319.25,312.0599976,312.2200012,29971800,0,0,FB
Facebook,10/28/21,312.9899902,325.519989,308.1099854,316.9200134,50806800,0,0,FB
Facebook,10/29/21,320.1900024,326,319.6000061,323.5700073,37059400,0,0,FB
Facebook,10/30/21,320.1900024,326,319.6000061,323.5700073,37059400,0,0,FB
Facebook,10/31/21,320.1900024,326,319.6000061,323.5700073,37059400,0,0,FB
Facebook,11/1/21,326.0400085,333.4500122,326,329.980011,31518900,0,0,FB
Facebook,11/2/21,331.3800049,334.7900085,323.7999878,328.0799866,28353000,0,0,FB
Facebook,11/3/21,327.4899902,332.1499939,323.2000122,331.6199951,20786500,0,0,FB
Facebook,11/4/21,334.0100098,337.269989,332.6499939,335.8500061,22495300,0,0,FB
Facebook,11/5/21,340.3099976,346.7900085,339.6400146,341.1300049,26852100,0,0,FB
Facebook,11/6/21,340.3099976,346.7900085,339.6400146,341.1300049,26852100,0,0,FB
Facebook,11/7/21,340.3099976,346.7900085,339.6400146,341.1300049,26852100,0,0,FB
Facebook,11/8/21,344.4200134,344.7900085,338.3399963,338.6199951,18342500,0,0,FB
Facebook,11/9/21,340,341.3099976,334.4700012,335.3699951,17556700,0,0,FB
Facebook,11/10/21,332.4899902,333.1900024,325.5100098,327.6400146,21872600,0,0,FB
Facebook,11/11/21,329.8200073,332.4599915,327,327.7399902,12376600,0,0,FB
Facebook,11/12/21,330.1799927,341.8599854,329.7799988,340.8900146,25387200,0,0,FB
Riot Blockchain,10/18/21,27.81500053,30.97999954,27.71999931,29.79999924,22704100,0,0,RIOT
Riot Blockchain,10/19/21,30.59700012,31.79999924,29.05999947,30.82999992,26639500,0,0,RIOT
Riot Blockchain,10/20/21,30.95000076,32.83000183,30.39999962,31.44000053,21216200,0,0,RIOT
Riot Blockchain,10/21/21,31.29000092,32.04999924,29.10000038,29.44000053,15225600,0,0,RIOT
Riot Blockchain,10/22/21,29.03000069,29.43000031,27.56999969,28.28000069,10903400,0,0,RIOT
Riot Blockchain,10/23/21,29.03000069,29.43000031,27.56999969,28.28000069,10903400,0,0,RIOT
Riot Blockchain,10/24/21,29.03000069,29.43000031,27.56999969,28.28000069,10903400,0,0,RIOT
Riot Blockchain,10/25/21,29.12000084,30.42399979,28.86000061,29.59000015,11337100,0,0,RIOT
Riot Blockchain,10/26/21,29.45000076,29.52000046,28.18000031,28.44000053,8672600,0,0,RIOT
Riot Blockchain,10/27/21,27.45999908,27.79000092,26.45000076,26.59000015,9726400,0,0,RIOT
Riot Blockchain,10/28/21,27.52000046,28.01000023,26.31999969,27.54000092,8482600,0,0,RIOT
Riot Blockchain,10/29/21,27.42000008,28.20400047,26.80999947,27.21999931,9420700,0,0,RIOT
Riot Blockchain,10/30/21,27.42000008,28.20400047,26.80999947,27.21999931,9420700,0,0,RIOT
Riot Blockchain,10/31/21,27.42000008,28.20400047,26.80999947,27.21999931,9420700,0,0,RIOT
Riot Blockchain,11/1/21,27.31500053,28.76000023,27.01000023,28.09000015,10537300,0,0,RIOT
Riot Blockchain,11/2/21,28.91399956,31.97999954,28.67000008,31.89999962,22518600,0,0,RIOT
Riot Blockchain,11/3/21,31.06999969,32.97999954,29.79000092,32.75999832,16720200,0,0,RIOT
Riot Blockchain,11/4/21,32.70000076,34.20000076,31.95000076,32.72000122,15392400,0,0,RIOT
Riot Blockchain,11/5/21,33.04999924,33.29999924,31.20999908,31.48999977,8817200,0,0,RIOT
Riot Blockchain,11/6/21,33.04999924,33.29999924,31.20999908,31.48999977,8817200,0,0,RIOT
Riot Blockchain,11/7/21,33.04999924,33.29999924,31.20999908,31.48999977,8817200,0,0,RIOT
Riot Blockchain,11/8/21,33.95500183,37.75,33.77000046,36.68999863,27320300,0,0,RIOT
Riot Blockchain,11/9/21,41.09999847,42.84000015,37.08000183,39.86000061,29118900,0,0,RIOT
Riot Blockchain,11/10/21,41.13000107,41.75999832,35.80099869,36.49000168,28296300,0,0,RIOT
Riot Blockchain,11/11/21,37.49100113,39.79999924,37.15999985,39.52999878,13000400,0,0,RIOT
Riot Blockchain,11/12/21,39.68999863,44.29000092,37.77999878,44.18999863,23503900,0,0,RIOT
Amazon,10/18/21,3388.360107,3449.169922,3385.100098,3446.73999,3174100,0,0,AMZN
Amazon,10/19/21,3434.290039,3454.689941,3422,3444.149902,2386100,0,0,AMZN
Amazon,10/20/21,3452.659912,3462.860107,3400.370117,3415.060059,2139800,0,0,AMZN
Amazon,10/21/21,3414.25,3440.280029,3403,3435.01001,1881400,0,0,AMZN
Amazon,10/22/21,3421,3429.840088,3331.300049,3335.550049,3139100,0,0,AMZN
Amazon,10/23/21,3421,3429.840088,3331.300049,3335.550049,3139100,0,0,AMZN
Amazon,10/24/21,3421,3429.840088,3331.300049,3335.550049,3139100,0,0,AMZN
Amazon,10/25/21,3335,3347.800049,3297.699951,3320.370117,2226000,0,0,AMZN
Amazon,10/26/21,3349.51001,3416.120117,3343.97998,3376.070068,2698300,0,0,AMZN
Amazon,10/27/21,3388,3437,3371.449951,3392.48999,2702200,0,0,AMZN
Amazon,10/28/21,3402.100098,3479,3386,3446.570068,5708700,0,0,AMZN
Amazon,10/29/21,3300.02002,3374.820068,3273.320068,3372.429932,6469500,0,0,AMZN
Amazon,10/30/21,3300.02002,3374.820068,3273.320068,3372.429932,6469500,0,0,AMZN
Amazon,10/31/21,3300.02002,3374.820068,3273.320068,3372.429932,6469500,0,0,AMZN
Amazon,11/1/21,3361.800049,3375.860107,3292.02002,3318.110107,3608900,0,0,AMZN
Amazon,11/2/21,3315.01001,3331.120117,3283.550049,3312.75,2627600,0,0,AMZN
Amazon,11/3/21,3309,3394.919922,3297.52002,3384,3397200,0,0,AMZN
Amazon,11/4/21,3370,3498.629883,3365,3477,5353000,0,0,AMZN
Amazon,11/5/21,3477,3566.25,3476.97998,3518.98999,4993500,0,0,AMZN
Amazon,11/6/21,3477,3566.25,3476.97998,3518.98999,4993500,0,0,AMZN
Amazon,11/7/21,3477,3566.25,3476.97998,3518.98999,4993500,0,0,AMZN
Amazon,11/8/21,3523.23999,3579,3487.860107,3488.97998,3074000,0,0,AMZN
Amazon,11/9/21,3515.25,3593.77002,3501.429932,3576.22998,4294900,0,0,AMZN
Amazon,11/10/21,3563.870117,3605.449951,3463.090088,3482.050049,4027400,0,0,AMZN
Amazon,11/11/21,3513,3543.23999,3467.469971,3472.5,2264400,0,0,AMZN
Amazon,11/12/21,3485,3540.72998,3447.050049,3525.149902,2688500,0,0,AMZN
Microsoft,10/18/21,303.5700073,308.2099915,302.6900024,307.2900085,22729300,0,0,MSFT
Microsoft,10/19/21,308.3500061,309.2999878,307.2200012,308.230011,17682100,0,0,MSFT
Microsoft,10/20/21,309.2099915,309.7000122,306.1099854,307.4100037,16537100,0,0,MSFT
Microsoft,10/21/21,307.1700134,311.019989,306.3599854,310.7600098,16918100,0,0,MSFT
Microsoft,10/22/21,310.3999939,311.0899963,307.7999878,309.1600037,17449300,0,0,MSFT
Microsoft,10/23/21,310.3999939,311.0899963,307.7999878,309.1600037,17449300,0,0,MSFT
Microsoft,10/24/21,310.3999939,311.0899963,307.7999878,309.1600037,17449300,0,0,MSFT
Microsoft,10/25/21,309.3599854,309.3999939,306.4599915,308.1300049,17554500,0,0,MSFT
Microsoft,10/26/21,311,312.3999939,308.6000061,310.1099854,28107300,0,0,MSFT
Microsoft,10/27/21,316,326.1000061,316,323.1700134,52588700,0,0,MSFT
Microsoft,10/28/21,324.3299866,324.8699951,321.3599854,324.3500061,26297900,0,0,MSFT
Microsoft,10/29/21,324.1300049,332,323.8999939,331.6199951,34744900,0,0,MSFT
Microsoft,10/30/21,324.1300049,332,323.8999939,331.6199951,34744900,0,0,MSFT
Microsoft,10/31/21,324.1300049,332,323.8999939,331.6199951,34744900,0,0,MSFT
Microsoft,11/1/21,331.3599854,331.4899902,326.3699951,329.3699951,27073200,0,0,MSFT
Microsoft,11/2/21,330.3099976,333.4500122,330,333.1300049,26487100,0,0,MSFT
Microsoft,11/3/21,333.8999939,334.8999939,330.6499939,334,21500100,0,0,MSFT
Microsoft,11/4/21,332.8900146,336.5400085,329.5100098,336.4400024,23992200,0,0,MSFT
Microsoft,11/5/21,338.5100098,338.7900085,334.4200134,336.0599976,22564000,0,0,MSFT
Microsoft,11/6/21,338.5100098,338.7900085,334.4200134,336.0599976,22564000,0,0,MSFT
Microsoft,11/7/21,338.5100098,338.7900085,334.4200134,336.0599976,22564000,0,0,MSFT
Microsoft,11/8/21,337.2999878,337.6499939,334.4400024,336.9899902,20897000,0,0,MSFT
Microsoft,11/9/21,337.1099854,338.7200012,334.5299988,335.9500122,21307400,0,0,MSFT
Microsoft,11/10/21,334.5700073,334.6300049,329.9200134,330.7999878,25500900,0,0,MSFT
Microsoft,11/11/21,331.25,333.769989,330.5100098,332.4299927,16849800,0,0,MSFT
Microsoft,11/12/21,333.9200134,337.230011,333.7900085,336.7200012,23822000,0,0,MSFT
